fips,region,time,end_year,establishments,employment,survival_since_birth,survival_previous_year,average_emp,firm_age,Lestablishments
33,New Hampshire,2001,2020,836,12852,20.4,96.2,15.4,19,869.0
33,New Hampshire,2002,2002,3483,17168,100.0,,4.9,0,836.0
33,New Hampshire,2002,2003,2680,16317,76.9,76.9,6.1,1,3483.0
33,New Hampshire,2002,2004,2293,16134,65.8,85.6,7.0,2,2680.0
33,New Hampshire,2002,2005,2025,15521,58.1,88.3,7.7,3,2293.0
33,New Hampshire,2002,2006,1795,15164,51.5,88.6,8.4,4,2025.0
33,New Hampshire,2002,2007,1641,14596,47.1,91.4,8.9,5,1795.0
33,New Hampshire,2002,2008,1502,13968,43.1,91.5,9.3,6,1641.0
33,New Hampshire,2002,2009,1327,12515,38.1,88.3,9.4,7,1502.0
33,New Hampshire,2002,2010,1241,11986,35.6,93.5,9.7,8,1327.0
33,New Hampshire,2002,2011,1198,11908,34.4,96.5,9.9,9,1241.0
33,New Hampshire,2002,2012,1128,11964,32.4,94.2,10.6,10,1198.0
33,New Hampshire,2002,2013,1080,11392,31.0,95.7,10.5,11,1128.0
33,New Hampshire,2002,2014,1036,11144,29.7,95.9,10.8,12,1080.0
33,New Hampshire,2002,2015,994,10861,28.5,95.9,10.9,13,1036.0
33,New Hampshire,2002,2016,949,10868,27.2,95.5,11.5,14,994.0
33,New Hampshire,2002,2017,910,10547,26.1,95.9,11.6,15,949.0
33,New Hampshire,2002,2018,854,10199,24.5,93.8,11.9,16,910.0
33,New Hampshire,2002,2019,814,9945,23.4,95.3,12.2,17,854.0
33,New Hampshire,2002,2020,789,9919,22.7,96.9,12.6,18,814.0
33,New Hampshire,2003,2003,3457,16792,100.0,,4.9,0,789.0
33,New Hampshire,2003,2004,2693,17446,77.9,77.9,6.5,1,3457.0
33,New Hampshire,2003,2005,2282,17030,66.0,84.7,7.5,2,2693.0
33,New Hampshire,2003,2006,2033,16361,58.8,89.1,8.0,3,2282.0
33,New Hampshire,2003,2007,1805,15780,52.2,88.8,8.7,4,2033.0
33,New Hampshire,2003,2008,1626,14786,47.0,90.1,9.1,5,1805.0
33,New Hampshire,2003,2009,1437,13866,41.6,88.4,9.6,6,1626.0
33,New Hampshire,2003,2010,1309,13364,37.9,91.1,10.2,7,1437.0
33,New Hampshire,2003,2011,1217,13176,35.2,93.0,10.8,8,1309.0
33,New Hampshire,2003,2012,1121,13314,32.4,92.1,11.9,9,1217.0
33,New Hampshire,2003,2013,1067,13144,30.9,95.2,12.3,10,1121.0
33,New Hampshire,2003,2014,1011,12415,29.2,94.8,12.3,11,1067.0
33,New Hampshire,2003,2015,962,12451,27.8,95.2,12.9,12,1011.0
33,New Hampshire,2003,2016,928,12683,26.8,96.5,13.7,13,962.0
33,New Hampshire,2003,2017,883,12677,25.5,95.2,14.4,14,928.0
33,New Hampshire,2003,2018,856,12563,24.8,96.9,14.7,15,883.0
33,New Hampshire,2003,2019,817,12261,23.6,95.4,15.0,16,856.0
33,New Hampshire,2003,2020,780,11996,22.6,95.5,15.4,17,817.0
33,New Hampshire,2004,2004,3746,15556,100.0,,4.2,0,780.0
33,New Hampshire,2004,2005,2846,15171,76.0,76.0,5.3,1,3746.0
33,New Hampshire,2004,2006,2470,15237,65.9,86.8,6.2,2,2846.0
33,New Hampshire,2004,2007,2183,14615,58.3,88.4,6.7,3,2470.0
33,New Hampshire,2004,2008,1946,14025,51.9,89.1,7.2,4,2183.0
33,New Hampshire,2004,2009,1732,13260,46.2,89.0,7.7,5,1946.0
33,New Hampshire,2004,2010,1587,12543,42.4,91.6,7.9,6,1732.0
33,New Hampshire,2004,2011,1440,12064,38.4,90.7,8.4,7,1587.0
33,New Hampshire,2004,2012,1340,12141,35.8,93.1,9.1,8,1440.0
33,New Hampshire,2004,2013,1243,11739,33.2,92.8,9.4,9,1340.0
33,New Hampshire,2004,2014,1182,11930,31.6,95.1,10.1,10,1243.0
33,New Hampshire,2004,2015,1117,11807,29.8,94.5,10.6,11,1182.0
33,New Hampshire,2004,2016,1062,11603,28.4,95.1,10.9,12,1117.0
33,New Hampshire,2004,2017,1030,11480,27.5,97.0,11.1,13,1062.0
33,New Hampshire,2004,2018,976,11235,26.1,94.8,11.5,14,1030.0
33,New Hampshire,2004,2019,933,11215,24.9,95.6,12.0,15,976.0
33,New Hampshire,2004,2020,896,10798,23.9,96.0,12.1,16,933.0
33,New Hampshire,2005,2005,3676,14819,100.0,,4.0,0,896.0
33,New Hampshire,2005,2006,2783,14871,75.7,75.7,5.3,1,3676.0
33,New Hampshire,2005,2007,2382,14186,64.8,85.6,6.0,2,2783.0
33,New Hampshire,2005,2008,2046,13514,55.7,85.9,6.6,3,2382.0
33,New Hampshire,2005,2009,1786,12145,48.6,87.3,6.8,4,2046.0
33,New Hampshire,2005,2010,1594,11450,43.4,89.2,7.2,5,1786.0
33,New Hampshire,2005,2011,1458,11255,39.7,91.5,7.7,6,1594.0
33,New Hampshire,2005,2012,1352,10859,36.8,92.7,8.0,7,1458.0
33,New Hampshire,2005,2013,1257,10497,34.2,93.0,8.4,8,1352.0
33,New Hampshire,2005,2014,1174,10572,31.9,93.4,9.0,9,1257.0
33,New Hampshire,2005,2015,1098,10434,29.9,93.5,9.5,10,1174.0
33,New Hampshire,2005,2016,1043,10410,28.4,95.0,10.0,11,1098.0
33,New Hampshire,2005,2017,987,10479,26.8,94.6,10.6,12,1043.0
33,New Hampshire,2005,2018,944,10394,25.7,95.6,11.0,13,987.0
33,New Hampshire,2005,2019,901,10130,24.5,95.4,11.2,14,944.0
33,New Hampshire,2005,2020,859,9895,23.4,95.3,11.5,15,901.0
33,New Hampshire,2006,2006,3829,16245,100.0,,4.2,0,859.0
33,New Hampshire,2006,2007,2893,15123,75.6,75.6,5.2,1,3829.0
33,New Hampshire,2006,2008,2408,14363,62.9,83.2,6.0,2,2893.0
33,New Hampshire,2006,2009,2090,13255,54.6,86.8,6.3,3,2408.0
33,New Hampshire,2006,2010,1826,12580,47.7,87.4,6.9,4,2090.0
33,New Hampshire,2006,2011,1646,12212,43.0,90.1,7.4,5,1826.0
33,New Hampshire,2006,2012,1528,12617,39.9,92.8,8.3,6,1646.0
33,New Hampshire,2006,2013,1412,12371,36.9,92.4,8.8,7,1528.0
33,New Hampshire,2006,2014,1342,12122,35.0,95.0,9.0,8,1412.0
33,New Hampshire,2006,2015,1258,11953,32.9,93.7,9.5,9,1342.0
33,New Hampshire,2006,2016,1178,11930,30.8,93.6,10.1,10,1258.0
33,New Hampshire,2006,2017,1119,11844,29.2,95.0,10.6,11,1178.0
33,New Hampshire,2006,2018,1067,11762,27.9,95.4,11.0,12,1119.0
33,New Hampshire,2006,2019,1023,11543,26.7,95.9,11.3,13,1067.0
33,New Hampshire,2006,2020,964,10981,25.2,94.2,11.4,14,1023.0
33,New Hampshire,2007,2007,3588,12746,100.0,,3.6,0,964.0
33,New Hampshire,2007,2008,2709,12826,75.5,75.5,4.7,1,3588.0
33,New Hampshire,2007,2009,2198,11574,61.3,81.1,5.3,2,2709.0
33,New Hampshire,2007,2010,1891,10741,52.7,86.0,5.7,3,2198.0
33,New Hampshire,2007,2011,1692,10471,47.2,89.5,6.2,4,1891.0
33,New Hampshire,2007,2012,1527,10183,42.6,90.2,6.7,5,1692.0
33,New Hampshire,2007,2013,1414,10132,39.4,92.6,7.2,6,1527.0
33,New Hampshire,2007,2014,1340,10258,37.3,94.8,7.7,7,1414.0
33,New Hampshire,2007,2015,1241,10197,34.6,92.6,8.2,8,1340.0
33,New Hampshire,2007,2016,1185,10321,33.0,95.5,8.7,9,1241.0
33,New Hampshire,2007,2017,1121,10155,31.2,94.6,9.1,10,1185.0
33,New Hampshire,2007,2018,1037,9996,28.9,92.5,9.6,11,1121.0
33,New Hampshire,2007,2019,979,9753,27.3,94.4,10.0,12,1037.0
33,New Hampshire,2007,2020,916,9531,25.5,93.6,10.4,13,979.0
33,New Hampshire,2008,2008,3370,11857,100.0,,3.5,0,916.0
33,New Hampshire,2008,2009,2415,11420,71.7,71.7,4.7,1,3370.0
33,New Hampshire,2008,2010,2017,11183,59.9,83.5,5.5,2,2415.0
33,New Hampshire,2008,2011,1820,11122,54.0,90.2,6.1,3,2017.0
33,New Hampshire,2008,2012,1624,11236,48.2,89.2,6.9,4,1820.0
33,New Hampshire,2008,2013,1504,10975,44.6,92.6,7.3,5,1624.0
33,New Hampshire,2008,2014,1392,10855,41.3,92.6,7.8,6,1504.0
33,New Hampshire,2008,2015,1305,10742,38.7,93.8,8.2,7,1392.0
33,New Hampshire,2008,2016,1209,10480,35.9,92.6,8.7,8,1305.0
33,New Hampshire,2008,2017,1136,10266,33.7,94.0,9.0,9,1209.0
33,New Hampshire,2008,2018,1043,9871,30.9,91.8,9.5,10,1136.0
33,New Hampshire,2008,2019,977,9712,29.0,93.7,9.9,11,1043.0
33,New Hampshire,2008,2020,920,9240,27.3,94.2,10.0,12,977.0
33,New Hampshire,2009,2009,3160,10962,100.0,,3.5,0,920.0
33,New Hampshire,2009,2010,2356,10204,74.6,74.6,4.3,1,3160.0
33,New Hampshire,2009,2011,2005,9879,63.4,85.1,4.9,2,2356.0
33,New Hampshire,2009,2012,1799,9640,56.9,89.7,5.4,3,2005.0
33,New Hampshire,2009,2013,1659,9556,52.5,92.2,5.8,4,1799.0
33,New Hampshire,2009,2014,1481,9569,46.9,89.3,6.5,5,1659.0
33,New Hampshire,2009,2015,1341,9449,42.4,90.5,7.0,6,1481.0
33,New Hampshire,2009,2016,1241,9438,39.3,92.5,7.6,7,1341.0
33,New Hampshire,2009,2017,1183,9238,37.4,95.3,7.8,8,1241.0
33,New Hampshire,2009,2018,1105,9286,35.0,93.4,8.4,9,1183.0
33,New Hampshire,2009,2019,1027,9217,32.5,92.9,9.0,10,1105.0
33,New Hampshire,2009,2020,955,9201,30.2,93.0,9.6,11,1027.0
33,New Hampshire,2010,2010,2856,10418,100.0,,3.6,0,955.0
33,New Hampshire,2010,2011,2189,10461,76.6,76.6,4.8,1,2856.0
33,New Hampshire,2010,2012,1874,10729,65.6,85.6,5.7,2,2189.0
33,New Hampshire,2010,2013,1657,10321,58.0,88.4,6.2,3,1874.0
33,New Hampshire,2010,2014,1532,10294,53.6,92.5,6.7,4,1657.0
33,New Hampshire,2010,2015,1387,10322,48.6,90.5,7.4,5,1532.0
33,New Hampshire,2010,2016,1288,10339,45.1,92.9,8.0,6,1387.0
33,New Hampshire,2010,2017,1198,10178,41.9,93.0,8.5,7,1288.0
33,New Hampshire,2010,2018,1131,10202,39.6,94.4,9.0,8,1198.0
33,New Hampshire,2010,2019,1084,10182,38.0,95.8,9.4,9,1131.0
33,New Hampshire,2010,2020,1010,9800,35.4,93.2,9.7,10,1084.0
33,New Hampshire,2011,2011,3051,9655,100.0,,3.2,0,1010.0
33,New Hampshire,2011,2012,2337,9421,76.6,76.6,4.0,1,3051.0
33,New Hampshire,2011,2013,1994,9761,65.4,85.3,4.9,2,2337.0
33,New Hampshire,2011,2014,1755,10015,57.5,88.0,5.7,3,1994.0
33,New Hampshire,2011,2015,1578,9981,51.7,89.9,6.3,4,1755.0
33,New Hampshire,2011,2016,1442,9916,47.3,91.4,6.9,5,1578.0
33,New Hampshire,2011,2017,1326,10059,43.5,92.0,7.6,6,1442.0
33,New Hampshire,2011,2018,1214,9667,39.8,91.6,8.0,7,1326.0
33,New Hampshire,2011,2019,1133,9376,37.1,93.3,8.3,8,1214.0
33,New Hampshire,2011,2020,1054,9139,34.5,93.0,8.7,9,1133.0
33,New Hampshire,2012,2012,3390,12120,100.0,,3.6,0,1054.0
33,New Hampshire,2012,2013,2600,11796,76.7,76.7,4.5,1,3390.0
33,New Hampshire,2012,2014,2263,11921,66.8,87.0,5.3,2,2600.0
33,New Hampshire,2012,2015,2005,11764,59.1,88.6,5.9,3,2263.0
33,New Hampshire,2012,2016,1810,11970,53.4,90.3,6.6,4,2005.0
33,New Hampshire,2012,2017,1655,12119,48.8,91.4,7.3,5,1810.0
33,New Hampshire,2012,2018,1533,11866,45.2,92.6,7.7,6,1655.0
33,New Hampshire,2012,2019,1426,11973,42.1,93.0,8.4,7,1533.0
33,New Hampshire,2012,2020,1323,11778,39.0,92.8,8.9,8,1426.0
33,New Hampshire,2013,2013,3233,11656,100.0,,3.6,0,1323.0
33,New Hampshire,2013,2014,2478,11103,76.6,76.6,4.5,1,3233.0
33,New Hampshire,2013,2015,2122,11171,65.6,85.6,5.3,2,2478.0
33,New Hampshire,2013,2016,1918,11303,59.3,90.4,5.9,3,2122.0
33,New Hampshire,2013,2017,1740,11158,53.8,90.7,6.4,4,1918.0
33,New Hampshire,2013,2018,1558,10921,48.2,89.5,7.0,5,1740.0
33,New Hampshire,2013,2019,1475,11093,45.6,94.7,7.5,6,1558.0
33,New Hampshire,2013,2020,1359,10680,42.0,92.1,7.9,7,1475.0
33,New Hampshire,2014,2014,3287,9621,100.0,,2.9,0,1359.0
33,New Hampshire,2014,2015,2538,9756,77.2,77.2,3.8,1,3287.0
33,New Hampshire,2014,2016,2210,9921,67.2,87.1,4.5,2,2538.0
33,New Hampshire,2014,2017,1915,10031,58.3,86.7,5.2,3,2210.0
33,New Hampshire,2014,2018,1712,9660,52.1,89.4,5.6,4,1915.0
33,New Hampshire,2014,2019,1544,9605,47.0,90.2,6.2,5,1712.0
33,New Hampshire,2014,2020,1415,9348,43.0,91.6,6.6,6,1544.0
33,New Hampshire,2015,2015,3440,10930,100.0,,3.2,0,1415.0
33,New Hampshire,2015,2016,2595,10621,75.4,75.4,4.1,1,3440.0
33,New Hampshire,2015,2017,2186,10995,63.5,84.2,5.0,2,2595.0
33,New Hampshire,2015,2018,1919,10991,55.8,87.8,5.7,3,2186.0
33,New Hampshire,2015,2019,1758,11203,51.1,91.6,6.4,4,1919.0
33,New Hampshire,2015,2020,1568,10870,45.6,89.2,6.9,5,1758.0
33,New Hampshire,2016,2016,3601,11441,100.0,,3.2,0,1568.0
33,New Hampshire,2016,2017,2776,11249,77.1,77.1,4.1,1,3601.0
33,New Hampshire,2016,2018,2403,11075,66.7,86.6,4.6,2,2776.0
33,New Hampshire,2016,2019,2100,11068,58.3,87.4,5.3,3,2403.0
33,New Hampshire,2016,2020,1825,10666,50.7,86.9,5.8,4,2100.0
33,New Hampshire,2017,2017,3513,10467,100.0,,3.0,0,1825.0
33,New Hampshire,2017,2018,2692,10305,76.6,76.6,3.8,1,3513.0
33,New Hampshire,2017,2019,2302,10290,65.5,85.5,4.5,2,2692.0
33,New Hampshire,2017,2020,2043,9934,58.2,88.7,4.9,3,2302.0
33,New Hampshire,2018,2018,3792,11457,100.0,,3.0,0,2043.0
33,New Hampshire,2018,2019,2912,11379,76.8,76.8,3.9,1,3792.0
33,New Hampshire,2018,2020,2441,11271,64.4,83.8,4.6,2,2912.0
33,New Hampshire,2019,2019,3818,11715,100.0,,3.1,0,2441.0
33,New Hampshire,2019,2020,2933,11747,76.8,76.8,4.0,1,3818.0
33,New Hampshire,2020,2020,4097,12701,100.0,,3.1,0,2933.0
34,New Jersey,1994,1994,15956,108195,100.0,,6.8,0,4097.0
34,New Jersey,1994,1995,13139,113170,82.3,82.3,8.6,1,15956.0
34,New Jersey,1994,1996,11470,106864,71.9,87.3,9.3,2,13139.0
34,New Jersey,1994,1997,10192,104129,63.9,88.9,10.2,3,11470.0
34,New Jersey,1994,1998,9007,100162,56.4,88.4,11.1,4,10192.0
34,New Jersey,1994,1999,8121,97155,50.9,90.2,12.0,5,9007.0
34,New Jersey,1994,2000,7447,95694,46.7,91.7,12.9,6,8121.0
34,New Jersey,1994,2001,6702,91377,42.0,90.0,13.6,7,7447.0
34,New Jersey,1994,2002,6272,87949,39.3,93.6,14.0,8,6702.0
34,New Jersey,1994,2003,5736,78150,35.9,91.5,13.6,9,6272.0
34,New Jersey,1994,2004,5362,75364,33.6,93.5,14.1,10,5736.0
34,New Jersey,1994,2005,4972,74312,31.2,92.7,14.9,11,5362.0
34,New Jersey,1994,2006,4722,69536,29.6,95.0,14.7,12,4972.0
34,New Jersey,1994,2007,4369,66508,27.4,92.5,15.2,13,4722.0
34,New Jersey,1994,2008,4103,65525,25.7,93.9,16.0,14,4369.0
34,New Jersey,1994,2009,3846,59248,24.1,93.7,15.4,15,4103.0
34,New Jersey,1994,2010,3602,55886,22.6,93.7,15.5,16,3846.0
34,New Jersey,1994,2011,3408,55881,21.4,94.6,16.4,17,3602.0
34,New Jersey,1994,2012,3232,56152,20.3,94.8,17.4,18,3408.0
34,New Jersey,1994,2013,3113,55687,19.5,96.3,17.9,19,3232.0
34,New Jersey,1994,2014,2932,54062,18.4,94.2,18.4,20,3113.0
34,New Jersey,1994,2015,2789,52578,17.5,95.1,18.9,21,2932.0
34,New Jersey,1994,2016,2663,54282,16.7,95.5,20.4,22,2789.0
34,New Jersey,1994,2017,2534,53863,15.9,95.2,21.3,23,2663.0
34,New Jersey,1994,2018,2415,58363,15.1,95.3,24.2,24,2534.0
34,New Jersey,1994,2019,2316,53756,14.5,95.9,23.2,25,2415.0
34,New Jersey,1994,2020,2213,54155,13.9,95.6,24.5,26,2316.0
34,New Jersey,1995,1995,19883,143132,100.0,,7.2,0,2213.0
34,New Jersey,1995,1996,15907,138528,80.0,80.0,8.7,1,19883.0
34,New Jersey,1995,1997,13763,138710,69.2,86.5,10.1,2,15907.0
34,New Jersey,1995,1998,12278,132829,61.8,89.2,10.8,3,13763.0
34,New Jersey,1995,1999,10889,131137,54.8,88.7,12.0,4,12278.0
34,New Jersey,1995,2000,9956,125236,50.1,91.4,12.6,5,10889.0
34,New Jersey,1995,2001,8842,116728,44.5,88.8,13.2,6,9956.0
34,New Jersey,1995,2002,8200,109877,41.2,92.7,13.4,7,8842.0
34,New Jersey,1995,2003,7480,103528,37.6,91.2,13.8,8,8200.0
34,New Jersey,1995,2004,6949,100503,34.9,92.9,14.5,9,7480.0
34,New Jersey,1995,2005,6419,92377,32.3,92.4,14.4,10,6949.0
34,New Jersey,1995,2006,6069,91295,30.5,94.5,15.0,11,6419.0
34,New Jersey,1995,2007,5609,89064,28.2,92.4,15.9,12,6069.0
34,New Jersey,1995,2008,5312,87625,26.7,94.7,16.5,13,5609.0
34,New Jersey,1995,2009,4971,79030,25.0,93.6,15.9,14,5312.0
34,New Jersey,1995,2010,4628,77073,23.3,93.1,16.7,15,4971.0
34,New Jersey,1995,2011,4357,74352,21.9,94.1,17.1,16,4628.0
34,New Jersey,1995,2012,4170,73964,21.0,95.7,17.7,17,4357.0
34,New Jersey,1995,2013,3976,72979,20.0,95.3,18.4,18,4170.0
34,New Jersey,1995,2014,3803,70284,19.1,95.6,18.5,19,3976.0
34,New Jersey,1995,2015,3611,67378,18.2,95.0,18.7,20,3803.0
34,New Jersey,1995,2016,3416,65561,17.2,94.6,19.2,21,3611.0
34,New Jersey,1995,2017,3253,66432,16.4,95.2,20.4,22,3416.0
34,New Jersey,1995,2018,3100,65355,15.6,95.3,21.1,23,3253.0
34,New Jersey,1995,2019,2969,67558,14.9,95.8,22.8,24,3100.0
34,New Jersey,1995,2020,2811,66297,14.1,94.7,23.6,25,2969.0
34,New Jersey,1996,1996,21341,136908,100.0,,6.4,0,2811.0
34,New Jersey,1996,1997,17062,141105,79.9,79.9,8.3,1,21341.0
34,New Jersey,1996,1998,14661,136868,68.7,85.9,9.3,2,17062.0
34,New Jersey,1996,1999,12767,133347,59.8,87.1,10.4,3,14661.0
34,New Jersey,1996,2000,11540,132015,54.1,90.4,11.4,4,12767.0
34,New Jersey,1996,2001,10315,123136,48.3,89.4,11.9,5,11540.0
34,New Jersey,1996,2002,9400,112113,44.0,91.1,11.9,6,10315.0
34,New Jersey,1996,2003,8557,110015,40.1,91.0,12.9,7,9400.0
34,New Jersey,1996,2004,7995,104560,37.5,93.4,13.1,8,8557.0
34,New Jersey,1996,2005,7340,103385,34.4,91.8,14.1,9,7995.0
34,New Jersey,1996,2006,6866,101019,32.2,93.5,14.7,10,7340.0
34,New Jersey,1996,2007,6347,97521,29.7,92.4,15.4,11,6866.0
34,New Jersey,1996,2008,5964,93497,27.9,94.0,15.7,12,6347.0
34,New Jersey,1996,2009,5558,86784,26.0,93.2,15.6,13,5964.0
34,New Jersey,1996,2010,5229,83727,24.5,94.1,16.0,14,5558.0
34,New Jersey,1996,2011,4877,80540,22.9,93.3,16.5,15,5229.0
34,New Jersey,1996,2012,4615,78264,21.6,94.6,17.0,16,4877.0
34,New Jersey,1996,2013,4459,78922,20.9,96.6,17.7,17,4615.0
34,New Jersey,1996,2014,4233,77073,19.8,94.9,18.2,18,4459.0
34,New Jersey,1996,2015,4026,76630,18.9,95.1,19.0,19,4233.0
34,New Jersey,1996,2016,3797,75053,17.8,94.3,19.8,20,4026.0
34,New Jersey,1996,2017,3668,71566,17.2,96.6,19.5,21,3797.0
34,New Jersey,1996,2018,3477,68428,16.3,94.8,19.7,22,3668.0
34,New Jersey,1996,2019,3318,67805,15.5,95.4,20.4,23,3477.0
34,New Jersey,1996,2020,3159,66513,14.8,95.2,21.1,24,3318.0
34,New Jersey,1997,1997,17957,127512,100.0,,7.1,0,3159.0
34,New Jersey,1997,1998,14367,134327,80.0,80.0,9.3,1,17957.0
34,New Jersey,1997,1999,12056,119812,67.1,83.9,9.9,2,14367.0
34,New Jersey,1997,2000,10729,116369,59.7,89.0,10.8,3,12056.0
34,New Jersey,1997,2001,9518,110159,53.0,88.7,11.6,4,10729.0
34,New Jersey,1997,2002,8625,100649,48.0,90.6,11.7,5,9518.0
34,New Jersey,1997,2003,7825,95092,43.6,90.7,12.2,6,8625.0
34,New Jersey,1997,2004,7148,92752,39.8,91.3,13.0,7,7825.0
34,New Jersey,1997,2005,6566,88069,36.6,91.9,13.4,8,7148.0
34,New Jersey,1997,2006,6194,85056,34.5,94.3,13.7,9,6566.0
34,New Jersey,1997,2007,5658,80936,31.5,91.3,14.3,10,6194.0
34,New Jersey,1997,2008,5335,77167,29.7,94.3,14.5,11,5658.0
34,New Jersey,1997,2009,4888,68808,27.2,91.6,14.1,12,5335.0
34,New Jersey,1997,2010,4588,65646,25.5,93.9,14.3,13,4888.0
34,New Jersey,1997,2011,4288,63362,23.9,93.5,14.8,14,4588.0
34,New Jersey,1997,2012,4081,60898,22.7,95.2,14.9,15,4288.0
34,New Jersey,1997,2013,3793,59528,21.1,92.9,15.7,16,4081.0
34,New Jersey,1997,2014,3601,58416,20.1,94.9,16.2,17,3793.0
34,New Jersey,1997,2015,3402,56901,18.9,94.5,16.7,18,3601.0
34,New Jersey,1997,2016,3236,55387,18.0,95.1,17.1,19,3402.0
34,New Jersey,1997,2017,3076,53791,17.1,95.1,17.5,20,3236.0
34,New Jersey,1997,2018,2907,52492,16.2,94.5,18.1,21,3076.0
34,New Jersey,1997,2019,2786,48534,15.5,95.8,17.4,22,2907.0
34,New Jersey,1997,2020,2660,46589,14.8,95.5,17.5,23,2786.0
34,New Jersey,1998,1998,23237,181170,100.0,,7.8,0,2660.0
34,New Jersey,1998,1999,18415,176105,79.2,79.2,9.6,1,23237.0
34,New Jersey,1998,2000,16015,177705,68.9,87.0,11.1,2,18415.0
34,New Jersey,1998,2001,13847,162733,59.6,86.5,11.8,3,16015.0
34,New Jersey,1998,2002,12492,149204,53.8,90.2,11.9,4,13847.0
34,New Jersey,1998,2003,11135,139064,47.9,89.1,12.5,5,12492.0
34,New Jersey,1998,2004,10122,132192,43.6,90.9,13.1,6,11135.0
34,New Jersey,1998,2005,9266,130555,39.9,91.5,14.1,7,10122.0
34,New Jersey,1998,2006,8651,130272,37.2,93.4,15.1,8,9266.0
34,New Jersey,1998,2007,7928,125295,34.1,91.6,15.8,9,8651.0
34,New Jersey,1998,2008,7382,121512,31.8,93.1,16.5,10,7928.0
34,New Jersey,1998,2009,6871,111435,29.6,93.1,16.2,11,7382.0
34,New Jersey,1998,2010,6352,107302,27.3,92.4,16.9,12,6871.0
34,New Jersey,1998,2011,5964,105563,25.7,93.9,17.7,13,6352.0
34,New Jersey,1998,2012,5663,105384,24.4,95.0,18.6,14,5964.0
34,New Jersey,1998,2013,5328,103885,22.9,94.1,19.5,15,5663.0
34,New Jersey,1998,2014,5084,99193,21.9,95.4,19.5,16,5328.0
34,New Jersey,1998,2015,4778,96568,20.6,94.0,20.2,17,5084.0
34,New Jersey,1998,2016,4558,95082,19.6,95.4,20.9,18,4778.0
34,New Jersey,1998,2017,4319,93056,18.6,94.8,21.5,19,4558.0
34,New Jersey,1998,2018,4117,91444,17.7,95.3,22.2,20,4319.0
34,New Jersey,1998,2019,3945,88832,17.0,95.8,22.5,21,4117.0
34,New Jersey,1998,2020,3769,83384,16.2,95.5,22.1,22,3945.0
34,New Jersey,1999,1999,23187,199156,100.0,,8.6,0,3769.0
34,New Jersey,1999,2000,18163,190391,78.3,78.3,10.5,1,23187.0
34,New Jersey,1999,2001,15114,184065,65.2,83.2,12.2,2,18163.0
34,New Jersey,1999,2002,13490,173588,58.2,89.3,12.9,3,15114.0
34,New Jersey,1999,2003,12007,160011,51.8,89.0,13.3,4,13490.0
34,New Jersey,1999,2004,11055,157536,47.7,92.1,14.3,5,12007.0
34,New Jersey,1999,2005,10046,152940,43.3,90.9,15.2,6,11055.0
34,New Jersey,1999,2006,9478,149798,40.9,94.3,15.8,7,10046.0
34,New Jersey,1999,2007,8679,143159,37.4,91.6,16.5,8,9478.0
34,New Jersey,1999,2008,8125,138500,35.0,93.6,17.0,9,8679.0
34,New Jersey,1999,2009,7558,128511,32.6,93.0,17.0,10,8125.0
34,New Jersey,1999,2010,6971,122462,30.1,92.2,17.6,11,7558.0
34,New Jersey,1999,2011,6528,119693,28.2,93.6,18.3,12,6971.0
34,New Jersey,1999,2012,6197,116995,26.7,94.9,18.9,13,6528.0
34,New Jersey,1999,2013,5837,114481,25.2,94.2,19.6,14,6197.0
34,New Jersey,1999,2014,5513,112871,23.8,94.4,20.5,15,5837.0
34,New Jersey,1999,2015,5246,110674,22.6,95.2,21.1,16,5513.0
34,New Jersey,1999,2016,4955,107836,21.4,94.5,21.8,17,5246.0
34,New Jersey,1999,2017,4695,105176,20.2,94.8,22.4,18,4955.0
34,New Jersey,1999,2018,4484,102452,19.3,95.5,22.8,19,4695.0
34,New Jersey,1999,2019,4261,98712,18.4,95.0,23.2,20,4484.0
34,New Jersey,1999,2020,4044,92626,17.4,94.9,22.9,21,4261.0
34,New Jersey,2000,2000,25688,183001,100.0,,7.1,0,4044.0
34,New Jersey,2000,2001,19448,178544,75.7,75.7,9.2,1,25688.0
34,New Jersey,2000,2002,16691,160495,65.0,85.8,9.6,2,19448.0
34,New Jersey,2000,2003,14463,148959,56.3,86.7,10.3,3,16691.0
34,New Jersey,2000,2004,12977,141944,50.5,89.7,10.9,4,14463.0
34,New Jersey,2000,2005,11735,135894,45.7,90.4,11.6,5,12977.0
34,New Jersey,2000,2006,10832,132165,42.2,92.3,12.2,6,11735.0
34,New Jersey,2000,2007,9924,128189,38.6,91.6,12.9,7,10832.0
34,New Jersey,2000,2008,9206,123145,35.8,92.8,13.4,8,9924.0
34,New Jersey,2000,2009,8403,112481,32.7,91.3,13.4,9,9206.0
34,New Jersey,2000,2010,7745,106882,30.2,92.2,13.8,10,8403.0
34,New Jersey,2000,2011,7192,105699,28.0,92.9,14.7,11,7745.0
34,New Jersey,2000,2012,6769,103960,26.4,94.1,15.4,12,7192.0
34,New Jersey,2000,2013,6297,100695,24.5,93.0,16.0,13,6769.0
34,New Jersey,2000,2014,5967,98260,23.2,94.8,16.5,14,6297.0
34,New Jersey,2000,2015,5902,96396,23.0,98.9,16.3,15,5967.0
34,New Jersey,2000,2016,5632,95108,21.9,95.4,16.9,16,5902.0
34,New Jersey,2000,2017,5328,93811,20.7,94.6,17.6,17,5632.0
