fips,region,type,category,time,rne,ose
28,Mississippi,Total,Total,2019,0.0038997163181967312,0.8108771484356033
05,Arkansas,Total,Total,2019,0.003340898700650499,0.8525492348975815
22,Louisiana,Total,Total,2019,0.003251473589702365,0.8249995974153562
40,Oklahoma,Total,Total,2019,0.004805425626850678,0.8640452870720119
48,Texas,Total,Total,2019,0.003179646872817368,0.8552426082508617
30,Montana,Total,Total,2019,0.0022082499102079314,0.8864782699378476
16,Idaho,Total,Total,2019,0.003356022113265168,0.8950934201598976
56,Wyoming,Total,Total,2019,0.004180488440228775,0.8916887224880525
08,Colorado,Total,Total,2019,0.0027470825875203185,0.8986254134496433
35,New Mexico,Total,Total,2019,0.003915719822550831,0.9496103927050172
04,Arizona,Total,Total,2019,0.0037996853949489435,0.935925099059429
49,Utah,Total,Total,2019,0.0021440756456812967,0.9518195923293475
32,Nevada,Total,Total,2019,0.003227353118535617,0.8143750260606646
53,Washington,Total,Total,2019,0.0032691802569009185,0.8775587330459826
41,Oregon,Total,Total,2019,0.002387265538215977,0.9578977796151517
06,California,Total,Total,2019,0.0039192620740095665,0.8702866292349966
02,Alaska,Total,Total,2019,0.00449281361846242,0.9231649679692521
15,Hawaii,Total,Total,2019,0.0038550788736270683,0.8478529832510557
23,Maine,Total,Total,2020,0.0044134470064152945,0.7445757637272216
33,New Hampshire,Total,Total,2020,0.0032458956286886714,0.5989767368596045
50,Vermont,Total,Total,2020,0.005557461668278738,0.7046834003416547
25,Massachusetts,Total,Total,2020,0.0033879867746863857,0.47635460102282284
44,Rhode Island,Total,Total,2020,0.0009906973476700106,0.5083578576324345
09,Connecticut,Total,Total,2020,0.004766064455400019,0.6991792662940213
36,New York,Total,Total,2020,0.005384968443226891,0.7401998078891763
34,New Jersey,Total,Total,2020,0.004227690458828806,0.6133135832875263
42,Pennsylvania,Total,Total,2020,0.00159083121123746,0.7101716295992506
39,Ohio,Total,Total,2020,0.0034527814398260842,0.7105230237706249
18,Indiana,Total,Total,2020,0.0018224778283392501,0.581936004153178
17,Illinois,Total,Total,2020,0.002880881618582468,0.5930214215250124
26,Michigan,Total,Total,2020,0.003842448768408724,0.6207477709621899
55,Wisconsin,Total,Total,2020,0.002607468809295183,0.6968911807166105
27,Minnesota,Total,Total,2020,0.0027203191721924137,0.42303062528313606
19,Iowa,Total,Total,2020,0.002541491530314195,0.9334524881051678
29,Missouri,Total,Total,2020,0.003192637274861098,0.733321320876955
38,North Dakota,Total,Total,2020,0.002717897575465408,0.9523682879415507
46,South Dakota,Total,Total,2020,0.0023625236648770367,0.6036683272453675
31,Nebraska,Total,Total,2020,0.0027613913714288354,0.769932483487138
20,Kansas,Total,Total,2020,0.003424298532399958,0.8867458028013189
10,Delaware,Total,Total,2020,0.0028465660790846226,0.8015512917006522
24,Maryland,Total,Total,2020,0.0024831154493384425,0.7296767498195327
11,District of Columbia,Total,Total,2020,0.0025648320581962017,0.9175143546295412
51,Virginia,Total,Total,2020,0.00337969137155614,0.6936707871336788
54,West Virginia,Total,Total,2020,0.0018527927796522549,0.8558180278935894
37,North Carolina,Total,Total,2020,0.00342789249264408,0.6762191061713199
45,South Carolina,Total,Total,2020,0.002536395284005137,0.8018244122521212
13,Georgia,Total,Total,2020,0.0036867315754980767,0.7272189802313592
12,Florida,Total,Total,2020,0.006793070349982893,0.7748013799627498
21,Kentucky,Total,Total,2020,0.003066270822593457,0.6698152335865356
47,Tennessee,Total,Total,2020,0.004247501510620833,0.7955679152939257
01,Alabama,Total,Total,2020,0.0026188785058793404,0.5566739012367816
28,Mississippi,Total,Total,2020,0.0031076890412980816,0.7882901039710191
05,Arkansas,Total,Total,2020,0.003082499105802661,1.0
22,Louisiana,Total,Total,2020,0.004376877024766261,0.8128318982633972
40,Oklahoma,Total,Total,2020,0.004712930419145701,0.8668462101344199
48,Texas,Total,Total,2020,0.003979184119079852,0.6801501927865696
30,Montana,Total,Total,2020,0.004325021365989553,0.589266604469675
16,Idaho,Total,Total,2020,0.0032936257373964166,0.8169963289180576
56,Wyoming,Total,Total,2020,0.004356308531115215,0.7480396965799639
08,Colorado,Total,Total,2020,0.003933554987767011,0.6159344482168846
35,New Mexico,Total,Total,2020,0.007371187235768713,0.737394780658397
04,Arizona,Total,Total,2020,0.005122790057742674,0.7737859001692129
49,Utah,Total,Total,2020,0.002715889232979701,0.7902173488721692
32,Nevada,Total,Total,2020,0.0032504146941198468,0.6842994515664848
53,Washington,Total,Total,2020,0.002341452013455301,0.5586446032645376
41,Oregon,Total,Total,2020,0.0045622225818015005,0.6137615427082692
06,California,Total,Total,2020,0.0045081160058036305,0.6510629873493995
02,Alaska,Total,Total,2020,0.00457641318118542,0.6437408557409238
15,Hawaii,Total,Total,2020,0.004167341846216478,0.6843094941882849
